編號,銀行,信用卡,國內現金回饋,國外現金回饋,關鍵字,產品特色,限制,首刷禮,首刷優惠,手續費,年費,最低年收入,最低年齡,,,
162,星展銀行,飛行鈦金卡,0.00%,0.00%,"旅遊優惠
里程累積","飛行積金可兌換「亞洲萬里通」、「長榮無限萬哩遊」、「新航獎勵計劃KrisFlyer」、「華夏哩程酬賓計劃」4大航空公司的旅遊獎勵計畫
海外刷卡每NT$20、國內刷卡每NT$30可累積1點飛行積金 ，持卡期間終身有效。飛行積金換刷卡金，相當於0.53%現金回饋
最高NT$2,000萬公共運輸工具旅遊平安險","飛行積金每1,000點可以折抵指定商店NT$100消費款項；每200點可兌換1小時「台灣聯通停車場」、「中興嘟嘟房停車場」、「詮營停車場」、「永固便利停車場」或「福慧網停車場」的免費停車時數","新戶首刷禮9選1：飛行積金1,500點/Sogo禮券NT$500/20吋行李箱/12吋擺頭立扇/歌林溫熱揉捏按摩器/Glasslock減油微波保鮮盒組/東元LED魔術體重計/ 德國BRITA FUN酷樂壺1.5公升/SILWA繽紛鑄瓷湯鍋22cm
活動期間至2018/7/31",N/A,1.50%,正卡年費:鈦金卡NT$1200,"$220,000",20,0.0000,http://2.bp.blogspot.com/-bzNXEAjAO6w/UuZY3XvdR7I/AAAAAAAAAVg/LvyjKtm0YK8/w660-h330-n/DBS.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiIu5rwyenbAhWLa94KHXdHAFMQFgg5MAA&url=https%3A%2F%2Fwww.dbs.com.tw%2Findex-zh%2Fdefault.page&usg=AOvVaw3oj648byKqo2r0cGLR7o5y
163,陽信銀行,一卡通聯名鈦金卡,1.10%,1.10%,N/A,"超高1.1%現金回饋
免費道路救援","不限消費金額皆回饋0.5%現金紅利點數
每月帳單累積消費達NT$3,888(含)以上享刷卡金0.6%回饋",N/A,N/A,1.50%,首年免年費,N/A,20,0.0220,https://www.icompare.tw/compare/content/loanimg/0127040120陽信信用貸款..png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiVtJ2KyunbAhUTzmEKHbzKDX8QFggnMAA&url=https%3A%2F%2Fwww.sunnybank.com.tw%2F&usg=AOvVaw0dSi9TlRRgnFEK5zmdTcyv
164,陽信銀行,曜晶卡,0.60%,2.50%,旅遊優惠,"國內消費0.6%現金回饋，國外消費2.5%現金回饋
機場接送尊榮禮遇每趟380元起
龍騰卡貴賓室每人每次299元",機場接送優惠價1年可使用6次,"首刷好禮3選1：累積消費金額達NT$6,000(含)以上者，可選擇漫遊吧無線分享器(WIFI) 5日免費 或 家樂福即享券NT$500；累積消費金額達NT$18,000(含)以上者，可升級選擇曜晶紅利1,000點 (1點 = 1元)",N/A,1.50%,"正卡年費：NT$2,400 首年免年費",N/A,20,0.0310,https://www.icompare.tw/compare/content/loanimg/0127040120陽信信用貸款..png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiVtJ2KyunbAhUTzmEKHbzKDX8QFggnMAA&url=https%3A%2F%2Fwww.sunnybank.com.tw%2F&usg=AOvVaw0dSi9TlRRgnFEK5zmdTcyv
165,陽信銀行,享利白金卡,0.00%,0.00%,N/A,"不限消費通路皆可享有現金紅利點數回饋
累積現金紅利點數至1,500點即可兌換等同現金NT$1,500的全家、SOGO、新光三越、家樂福等禮券",,,N/A,1.50%,首年免年費,N/A,20,0.0000,https://www.icompare.tw/compare/content/loanimg/0127040120陽信信用貸款..png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiVtJ2KyunbAhUTzmEKHbzKDX8QFggnMAA&url=https%3A%2F%2Fwww.sunnybank.com.tw%2F&usg=AOvVaw0dSi9TlRRgnFEK5zmdTcyv
166,永豐銀行,Prestige美國運通卡,1.20%,1.20%,通路聯名,"一般消費享 1.2%現金回饋，不限通路、不限金額門檻、回饋無上限
2018/12/31前，家樂福購物 最高加碼5%現金回饋
2000萬旅平險及不便險",於家樂福購物單筆須達NT2千以上才可享額外回饋5%，單筆最高現折NT5千,"新戶網路辦卡送REBACCA24吋行李箱/500元刷卡金。新戶透過網路申辦永豐指定信用卡，於核卡後30天內，刷3筆599元(含)以上。至2018/6/30。
非網路通路申請進件客戶享好禮10選1：Munakami時尚管理秤/美國Airwalk自由精神休閒後背包/Munakami無線手持吸塵器/提箱型三折鋁合金折疊桌/Glasscock保鮮盒/TESCOM大風量負離子吹風機/3D溫熱揉捏按摩枕/橘子工坊重油污碗盤洗滌液500ml*3瓶/太空探索大驚奇/永豐餘生技油蔥組/刷卡金NT300元。",N/A,1.50%,"正卡年費:普卡NT300 首年免年費
免年費條件：年度免年費，第二年度起，以收取年費當月前12個月正附卡消費滿NT$3,000或不限金額消費達3次(含)以上，即免收次年年費",N/A,20,0.0240,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
167,永豐銀行,VOGUE聯名卡,1.20%,0.10%,N/A,"核卡後兩個月內新增一般消費5筆滿699元(含)以上或一般消費累積滿6,000元，即可獲「VOGUE紙本雜誌3期，看完再加碼電子雜誌3期」
代繳保費享現金回饋1%",N/A,N/A,N/A,1.50%,首年免年費,N/A,20,0.0130,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
168,永豐銀行,Me Card,1.00%,0.67%,N/A,"消費滿3,000元可辦理「3期分期自由選」（免手續費）
一般消費0.66%現金回饋；指定保費代繳1%現金回饋
月月8次ATM免手續費",首年免年費。年度消費滿15萬元或12次才可享次年免年費,"新戶網路辦卡送REBACCA24吋行李箱/500元刷卡金。新戶透過網路申辦永豐指定信用卡，於核卡後30天內，刷3筆599元(含)以上。至2018/6/30。
非網路通路申請進件客戶享好禮10選1：Munakami時尚管理秤/美國Airwalk自由精神休閒後背包/Munakami無線手持吸塵器/提箱型三折鋁合金折疊桌/Glasscock保鮮盒/TESCOM大風量負離子吹風機/3D溫熱揉捏按摩枕/橘子工坊重油污碗盤洗滌液500ml*3瓶/太空探索大驚奇/永豐餘生技油蔥組/刷卡金NT300元。新戶申辦永豐指定卡別，於核卡後30天內一般消費累積達3,990元(含)以上者，即可至本行信用卡服務網「豐市集」新戶刷卡滿額禮專區兌換贈品！至2018/6/30。",七大通路指定日滿1000元送100元。指定精選商店請至官網查詢。至2018/6/30。,1.50%,"正卡年費:御璽卡NT$3000 首年免年費
免年費條件：年度累積消費達NT$15萬 或 不限金額12次",N/A,20,0.0167,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
169,永豐銀行,鈦豐卡,1.00%,0.67%,N/A,"消費滿3,000元可辦理「3期分期自由選」（免手續費）
一般消費0.66%現金回饋；指定保費代繳1%現金回饋",首年免年費。年度消費滿3.6萬元或12次才可享次年免年費,"新戶網路辦卡送REBACCA24吋行李箱/500元刷卡金。新戶透過網路申辦永豐指定信用卡，於核卡後30天內，刷3筆599元(含)以上。至2018/6/30。
非網路通路申請進件客戶享好禮10選1：Munakami時尚管理秤/美國Airwalk自由精神休閒後背包/Munakami無線手持吸塵器/提箱型三折鋁合金折疊桌/Glasscock保鮮盒/TESCOM大風量負離子吹風機/3D溫熱揉捏按摩枕/橘子工坊重油污碗盤洗滌液500ml*3瓶/太空探索大驚奇/永豐餘生技油蔥組/刷卡金NT300元。新戶申辦永豐指定卡別，於核卡後30天內一般消費累積達3,990元(含)以上者，即可至本行信用卡服務網「豐市集」新戶刷卡滿額禮專區兌換贈品！至2018/6/30。",悠遊自動加值10%回饋。以當月登錄成功之「鈦豐JCB悠遊卡」於當月使用悠遊自動加值NT$ 500，可獲得10%現金回饋(即50元)，每卡每月最高回饋 100元。至2018/12/31。,1.50%,"正卡年費:御璽卡NT$3000 首年免年費
免年費條件：年度累積消費達NT$3.6萬 或 不限金額12次","$600,000",20,0.0167,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
170,永豐銀行,無限卡,0.68%,1.68%,高鐵,"高鐵免費升等商務車廂
","每卡前月新增一般消費金額達NT$36,000(含)以上，次月該卡享購買標準車廂對號座免費升等商務車廂，每卡每月最高限享2張。",,,1.50%,"正卡年費:無限卡NT$20000 首年免年費
免年費條件：首年免年費，年度消費累積滿NT$36萬","$3,000,000",20,0.0236,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
171,永豐銀行,日圓雙幣卡,0.67%,2.00%,N/A,"國內消費享0.666%現金回饋；國外消費享2%現金回饋
2018/12/31前，憑卡至永豐分行櫃檯辦理外幣兌換享有結匯優惠 (依牌告匯率優惠美元2分、日幣0.05分、歐元5分)
享8次免ATM跨行手續費",,"新戶網路辦卡送REBACCA24吋行李箱/500元刷卡金。新戶透過網路申辦永豐指定信用卡，於核卡後30天內，刷3筆599元(含)以上。至2018/6/30。
非網路通路申請進件客戶享好禮10選1：Munakami時尚管理秤/美國Airwalk自由精神休閒後背包/Munakami無線手持吸塵器/提箱型三折鋁合金折疊桌/Glasscock保鮮盒/TESCOM大風量負離子吹風機/3D溫熱揉捏按摩枕/橘子工坊重油污碗盤洗滌液500ml*3瓶/太空探索大驚奇/永豐餘生技油蔥組/刷卡金NT300元",N/A,1.50%,"正卡年費:鈦金卡NT$3000 首年免年費
免年費條件：首年免年費，年度累積消費達NT$3.6萬 或 不限金額12次","$600,000",20,0.0267,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
172,永豐銀行,美麗華卡,0.00%,0.00%,"通路聯名
停車加油","每30元累積1點紅利點數，於美麗華百樂園館內刷卡消費紅利點數變2倍
現金儲值卡、白金卡免費停車3小時、御璽卡免費停車4小時
美麗華館內購物折扣5～10%",N/A,"新戶網路辦卡送REBACCA24吋行李箱/500元刷卡金。新戶透過網路申辦永豐指定信用卡，於核卡後30天內，刷3筆599元(含)以上。至2018/6/30。
非網路通路申請進件客戶享好禮10選1：Munakami時尚管理秤/美國Airwalk自由精神休閒後背包/Munakami無線手持吸塵器/提箱型三折鋁合金折疊桌/Glasscock保鮮盒/TESCOM大風量負離子吹風機/3D溫熱揉捏按摩枕/橘子工坊重油污碗盤洗滌液500ml*3瓶/太空探索大驚奇/永豐餘生技油蔥組/刷卡金NT300元","<活動ㄧ>免費停車。現金儲值卡、白金卡免費停車3小時、鈦金卡、御璽卡免費停車4小時。至2018/12/31。
<活動二>分期自由選。館內不限金額享3或6期分期付款(刷卡前須先告知專櫃人員)。單筆滿2,000元以上，在當期信用卡結帳日前來電02-2528-7776即可申請3期免手續費分期。至2018/12/31。
<活動三>紅利扣抵。館內消費單筆1,000元以上，每1,000點可立即折抵60元，最高折抵當次消費之50%。至2018/12/31。",1.50%,"正卡年費:御璽卡NT$3000,白金卡NT$1500 首年免年費
免年費條件：白金卡 年度累積消費達NT$3.6萬 或 不限金額12次；御璽卡 年度累積消費達NT$15萬 或 不限金額12次",N/A,20,0.0000,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
173,永豐銀行,漢神巨蛋聯名卡,0.00%,0.00%,"通路聯名
里程累積","持卡於漢神巨蛋購物廣場內刷卡消費享9折，折扣期間再享95折優惠
每消費30元累積1點紅利點數，於漢神巨蛋購物廣場享2倍紅利點數(含原1倍)",部分專櫃、商品不適用折扣優惠，詳洽各專櫃人員,"新戶網路辦卡送REBACCA24吋行李箱/500元刷卡金。新戶透過網路申辦永豐指定信用卡，於核卡後30天內，刷3筆599元(含)以上。至2018/6/30。
非網路通路申請進件客戶享好禮10選1：Munakami時尚管理秤/美國Airwalk自由精神休閒後背包/Munakami無線手持吸塵器/提箱型三折鋁合金折疊桌/Glasscock保鮮盒/TESCOM大風量負離子吹風機/3D溫熱揉捏按摩枕/橘子工坊重油污碗盤洗滌液500ml*3瓶/太空探索大驚奇/永豐餘生技油蔥組/刷卡金NT300元",,1.50%,"正卡年費:白金卡NT$1500,普卡NT$300,御璽卡NT$3000,鈦金卡NT$3000 首年免年費
免年費條件：無限卡 年度累積消費達NT$36萬，御璽卡達NT$15萬或達12次，鈦金卡達NT$3.6萬或達12次，白金卡達NT$1.2萬或達12次，普卡達NT$3千或達3次",N/A,20,0.0000,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
174,永豐銀行,豐富卡,0.00%,0.00%,N/A,"不限商店、不限刷卡期限，紅利點數天天2倍回饋
3期分期自由選","國內單筆消費金額達NT$3,000(含)以上，於當期帳單結帳日前，線上申請即可輕鬆進行該筆消費『3期分期免手續費』設定。",N/A,N/A,1.50%,首年免年費,N/A,20,0.0000,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
175,永豐銀行,悠遊HiCard,0.00%,0.00%,美食,"刷永豐HiCard 送哈根達斯冰淇淋
萊爾富WIFI免費使用",活動期間內，刷永豐悠遊HiCard一般消費3筆各滿999元，送「哈根達斯冰淇淋」迷你杯乙杯,N/A,N/A,1.50%,首年免年費,N/A,20,0.0000,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
176,永豐銀行,永漢和風聯名卡,0.00%,0.00%,通路聯名,"新卡首刷禮 「KUMAMON 多功能過夜包」乙個
刷永漢日語學費達新台幣5,000(含)元，即可享自動3期分期付款零手續費服務","於核卡後30天一般消費累積達3,990元(含)以上者，即可獲贈「KUMAMON 多功能過夜包」乙個。(限量200份，送完為止)",N/A,N/A,1.50%,首年免年費,N/A,20,0.0000,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
177,永豐銀行,意思卡,0.00%,0.00%,N/A,"藝文/圖書消費紅利3倍送
藝文票券及展演票券優惠9折起",藝文/圖書消費包括 :華山1914文創園區、上誼文化實業、誠品書局、金石堂書局、建宏書局、遠流出版、聯經出版、新學友書局、敦煌書局、指定藝文購票。,N/A,N/A,1.50%,首年免年費,N/A,20,0.0000,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
178,永豐銀行,科士威聯名卡,0.00%,0.00%,通路聯名,每筆刷卡消費可獲得「CP卡積分」點數。點數可於「eCosway特惠屋」、「Cosway有機保健藥妝店」店內折抵商品。,店內消費:1元 3點CP卡積分,"新戶網路辦卡送REBACCA24吋行李箱/500元刷卡金。新戶透過網路申辦永豐指定信用卡，於核卡後30天內，刷3筆599元(含)以上。至2018/6/30。
非網路通路申請進件客戶享好禮10選1：Munakami時尚管理秤/美國Airwalk自由精神休閒後背包/Munakami無線手持吸塵器/提箱型三折鋁合金折疊桌/Glasscock保鮮盒/TESCOM大風量負離子吹風機/3D溫熱揉捏按摩枕/橘子工坊重油污碗盤洗滌液500ml*3瓶/太空探索大驚奇/永豐餘生技油蔥組/刷卡金NT300元",N/A,1.50%,首年免年費,N/A,20,0.0000,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
179,永豐銀行,MITSUI OUTLET PARK卡,0.00%,0.00%,"通路聯名
電影","每30元累積1點紅利點數；館內消費紅利點數級距式最高5倍送，館外消費滿NT10,000元(含)以上紅利點數最貴2倍送
威秀影城購票優惠(僅限MITSUI OUTLET PARK 林口)
日本MITSUI OUTLET PARK特別優惠","活動期間內，永豐MITSUI OUTLET PARK聯名卡當月新增一般消費累積滿6,000元，次月可於EZ訂網站刷卡訂購館內威秀影城電影票，享兩張半價購票優惠。活動至2018/12/31。","新戶首刷禮：500元館內刷卡金；舊戶首刷禮：100元館內刷卡金。活動期間內新戶申辦並於核卡後至次月底前一般消費達3,990元以上，即可獲贈館內刷卡金500元；舊戶則可獲贈館內刷卡金100元。(※網路通路申請進件者，恕不適用本活動) 活動至2018/12/31。",N/A,1.50%,"正卡年費:御璽卡NT$3000,晶緻卡NT$3000,鈦金卡NT$3000 首年免年費
免年費條件：御璽卡及晶緻卡累計消費NT$150,000或不限金額消費12次。鈦金商務卡累計消費滿NT$36,000或不限金額消費12次","$600,000",20,0.0000,https://mma.sinopac.com/mma8/card/images/sinopac_logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiy556eyunbAhWZQN4KHVxnBjUQFggnMAA&url=https%3A%2F%2Fmma.sinopac.com%2F&usg=AOvVaw1iGpep2699N-fKWBqoalbU
180,玉山銀行,商務御璽卡,10.00%,0.00%,"旅遊優惠
加油停車","最高3倍紅利回饋：ㄧ般消費NT25/點，國外消費享紅利3倍優惠，(累積紅利點數可轉換成飛航哩程數，享受兌換機票、座艙升等的貴賓禮遇)．活動至2018/6/30
高鐵、旅行社、國內航空公司、加油、免稅店享10%回饋金．活動至2018/6/30
嘟嘟房免費市區停車：新增一般消費滿5,000(含)以上，次期帳單期間享「中興嘟嘟房」免費市區停車優惠(每卡每日1次、每次最多2小時)。活動至2018/6/30","國內指定通路係指國內旅行社、國內保險公司、國內加油站（不含已享本行刷卡降價活動之加油站）、高鐵/台鐵/國光客運之購票消費，不含電視購物、網路購物所銷售之票券、旅遊行程、保險等；國外消費係指外幣計價之刷卡消費。
新增一般消費累積達13,000元以上，次期帳單期間以玉山商務御璽卡搭高鐵、國內旅行社交易、免稅店交易金額享10%悠遊卡自動加值回饋金（本活動每期回饋上限300元，加值金需於次期帳單使用完畢，逾期失效）。","新戶首刷滿額贈玉山紅利20,000點 (每5,000點可兌換亞洲萬里通2,000里數；每10,000點可兌換指定地區機場接或送一次）。新戶核卡60天內，新增一般消費累積每滿39,999元，贈紅利10,000點(歸戶上限20,000點)。活動時間至2018/6/30。","<活動ㄧ>國際機場接送優惠價$380。刷卡購買全額國際線機票或國外團費80%以上，享有指定地區接機或送機優惠價380元。指定地點限: 台北市、新北市、桃園市至「桃園國際機場」/ 台中市至「台中清泉崗國際機場」/高雄市至「高雄小港國際機場」。部分地區須酌收加價費用，詳見注意事項。．活動至2018/12/31
<活動二>機場貴賓室。出國前180天內以「商務卡」支付當次全額國際機票或旅行社國外團費80％以上，並且於使用貴賓室前之當期帳單新增一般消費達5千元，即可免費使用機場貴賓室2次。於貴賓卡有效期限內，符合上述門檻，全年度1/1~12/31最多免費使用貴賓室6次。活動至2018/12/31
<活動三>24小時免費道路救援。首年來電本行完成車號登錄，將於三個營業日後生效，即可享有首年50公里以內，24小時免費汽車道路救援服務及急修服務。僅限正卡登錄一輛車號，歸戶內享登錄生效日起一年上限3次道路救援服務。活動至2018/12/31",1.50%,"正卡年費:御璽卡NT$3000 首年免年費
免年費條件：申辦玉山帳戶自動扣繳信用卡款及帳單e化享免年費優惠 ; 或年度消費滿 15 萬元(含)以上，則次年度免年費；或以紅利點數 1,000 點折抵年費 100 元。其他相關費用依玉山銀行網站及申請書公告。",N/A,20,0.1000,https://1.bp.blogspot.com/-cL2MrPuahgM/WMY90c9EyyI/AAAAAAAACgo/yoFrHdaucAQA0fnHDWGbAZWv3CIRg7XPgCLcB/s1600/esun-logo.png,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiex8e2yunbAhWYzmEKHeOUBFIQFggnMAA&url=https%3A%2F%2Fwww.esunbank.com.tw%2F&usg=AOvVaw13JnX71IoeDcJOW2p5p_IY
